"Nummer","Datum","Art","Geschäft","URL","Date"
"5/2022","05.07.2022","Antrag","Weisung 5/2022 des Stadtrates: Energie Uster AG, Geschäftsbericht 2021","https://www.uster.ch/_rte/information/1600565","2022-07-05"
"502/2022","29.06.2022","Anfrage","Anfrage 502/2022 von Angelika Zarotti (SP), Nina Nussbaumer (SP) und Marius Weder (SP): Fragezeichen zum Projekt Apothekerstrasse 18","https://www.uster.ch/_rte/information/1582898","2022-06-29"
"4/2022","14.06.2022","Antrag","Weisung 4/2022 des Stadtrates: Verordnung für die gemeinwirtschaftlichen Leistungen der Energie Uster AG","https://www.uster.ch/_rte/information/1573057","2022-06-14"
"3/2022","17.05.2022","Antrag","Weisung 3/2022 des Stadtrates: Zweckverband Spital Uster, Delegation, Erneuerungswahlen für die Amtsdauer 2022-2026","https://www.uster.ch/_rte/information/1546631","2022-05-17"
"1/2022","10.05.2022","Antrag","Weisung 1/2022 des Stadtrates: Beschlussentwurf zur Motion 509/2018 von Richard Sägesser (FDP), Daniel Pellegrini (FDP), Peter Müller (FDP) und Jürg Krauer (FDP) betreffend &quot;Bildungszentrum in Uster - auch in Zukunft!&quot;","https://www.uster.ch/_rte/information/1582889","2022-05-10"
"501/2022","09.05.2022","Postulat","Postulat 501/2022 von Andrea Grob (FDP), Jürg Krauer (FDP) und Gianluca Di Modica (FDP): Operative Umsetzung der Altersstrategie &quot;Ambulant vor Stationär&quot;","https://www.uster.ch/_rte/information/1540007","2022-05-09"
"2/2022","03.05.2022","Antrag","Weisung 2/2022 des Stadtrates: Revision der Verordnung über die Gemeindezuschüsse","https://www.uster.ch/_rte/information/1537228","2022-05-03"
"674/2022","02.05.2022","Motion","Motion 674/2022 von Paul Stopper (BPU): Kreditvorlage für die Verlegung der Paul-Kläui-Bibliothek und des Stadtarchives in die ehemaligen ZKB-Gebäude an der Freiestrasse","https://www.uster.ch/_rte/information/1533895","2022-05-02"
"106/2022","29.03.2022","Antrag","Weisung 106/2022 des Stadtrates: Jahresrechnung 2021","https://www.uster.ch/_rte/information/1511417","2022-03-29"
"105/2021","29.03.2022","Antrag","Weisung 105/2022 des Stadtrates: NPM-Jahresbericht 2021","https://www.uster.ch/_rte/information/1511423","2022-03-29"
"105/2022","29.03.2022","Antrag","Weisung 105/2022 des Stadtrates: NPM-Jahresbericht 2021","https://www.uster.ch/_rte/information/1511423","2022-03-29"
"109/2022","29.03.2022","Antrag","Weisung 109/2022 der Primarschulpflege: Musikschule Uster-Greifensee (MSUG), Genehmigung eines jährlichen Kredits von 107&apos;920 Franken für die Anpassung des Verteilschlüssels der Betriebskosten","https://www.uster.ch/_rte/information/1519658","2022-03-29"
"118/2022","22.03.2022","Antrag","Weisung 118/2022 des Stadtrates: Behördenentschädigungsverordnung (BEV), Teuerungsausgleich für die Legislatur 2022-2026","https://www.uster.ch/_rte/information/1508024","2022-03-22"
"673/2022","21.03.2022","Postulat","Postulat 673/2022 von Peter Mathis-Jäggi (SP), Natalie Lengacher (Grüne), Walter Meier (EVP) und Eveline Fuchs (Grüne): Tempo-30-Einschränkung (fix oder temporär) im Bereich Sulzbacherstrasse - Steigstrasse auf der Aathalstrasse","https://www.uster.ch/_rte/information/1499387","2022-03-21"
"104/2022","15.03.2022","Antrag","Weisung 104/2022 der Sekundarschulpflege: Geschäftsbericht und Jahresrechnung 2021","https://www.uster.ch/_rte/information/1520369","2022-03-15"
"117/2022","15.03.2022","Antrag","Weisung 117/2022 der Sekundarschulpflege: Krämeracker, Umbau Klassenzimmer, Abrechnung Baukredit von CHF 753&apos;410.72","https://www.uster.ch/_rte/information/1523339","2022-03-15"
"672/2022","11.03.2022","Postulat","Postulat 672/2022 der FDP/Die Mitte-Fraktion: Betrieb der künftigen Sammelstelle durch ein auf Recycling spezialisiertes privates Unternehmen","https://www.uster.ch/_rte/information/1493642","2022-03-11"
"112/2022","08.03.2022","Antrag","Weisung 112/2022 des Stadtrates: Wahlbüro, Erneuerungswahl für die Amtsdauer 2022-2026","https://www.uster.ch/_rte/information/1477564","2022-03-08"
"107/2022","15.02.2022","Antrag","Weisung 107/2022 des Stadtrates: Notstromkonzept Stadt Uster, Baukredit","https://www.uster.ch/_rte/information/1477558","2022-02-15"
"113/2022","08.02.2022","Antrag","Weisung 113/2022 des Stadtrates: Ausbildungszentrum Riedikon, Sanierung Brandhaus 1, Genehmigung Baukredit","https://www.uster.ch/_rte/information/1473071","2022-02-08"
"111/2022","01.02.2022","Antrag","Weisung 111/2022 der Primarschulpflege: Projekt &quot;Tagesschule&quot;, Kreditabrechnung","https://www.uster.ch/_rte/information/1511405","2022-02-01"
"671/2022","19.01.2022","Leistungsmotion","Leistungsmotion 671/2022 von Markus Ehrensperger (SVP) und Barbara Schäufele-Keel (SVP): &quot;Ein Booster für die Standortförderung&quot;","https://www.uster.ch/_rte/information/1452523","2022-01-19"
"670/2022","19.01.2022","Postulat","Postulat 670/2022 von Markus Ehrensperger (SVP) und Barbara Schäufele-Keel (SVP): &quot;Ein neuer Stellenwert für die Standortförderung&quot;","https://www.uster.ch/_rte/information/1452526","2022-01-19"
"669/2022","13.01.2022","Anfrage","Anfrage 669/2022 von Paul Stopper (BPU): &quot;Verein Pavillon Nouvel&quot;, Rückzahlung des städtischen Darlehens von 90&apos;000 Franken an die Stadt Uster","https://www.uster.ch/_rte/information/1449175","2022-01-13"
"665/2022","13.01.2022","Einzelinitiative","Einzelinitiative 665/2022 von Daniel Schnyder: Verkürzung der Barrieren-Schliesszeiten in Uster","https://www.uster.ch/_rte/information/1449139","2022-01-13"
"668/2022","13.01.2022","Anfrage","Anfrage 668/2022 von Paul Stopper (BPU): Untere Farb, Wohnung in den Obergeschossen, energetische und allgemeine Sanierung","https://www.uster.ch/_rte/information/1449166","2022-01-13"
"666/2022","13.01.2022","Anfrage","Anfrage 666/2022 von Paul Stopper (BPU): Untere Farb, &quot;Wohnungen nicht möglich - Restaurant explizit vorgesehen&quot;","https://www.uster.ch/_rte/information/1449145","2022-01-13"
"667/2022","13.01.2022","Anfrage","Anfrage 667/2022 von Paul Stopper: Untere Farb, Vergabe der Erdgeschossnutzung an zwei Gastronomen","https://www.uster.ch/_rte/information/1449154","2022-01-13"
"664/2021","16.12.2021","Postulat","Postulat 664/2021 von Paul Stopper (BPU): Bankstrasse/Bahnhofplatz","https://www.uster.ch/_rte/information/1429109","2021-12-16"
"110/2021","14.12.2021","Antrag","Weisung 110/2021 des Stadtrates: Zweckverband Schulgesundheitspflege Uster-Greifensee, Auflösung Zweckverband und Abschluss Anschlussvertrag, Abstimmungsempfehlung","https://www.uster.ch/_rte/information/1429190","2021-12-14"
"663/2021","09.12.2021","Motion","Motion 663/2021 von Natalie Lengacher (Grüne), Marco Ghelfi (Grüne) und Patricio Frei (Grüne): &quot;Mehr preisgünstiger Wohnraum für Uster&quot;","https://www.uster.ch/_rte/information/1419160","2021-12-09"
"108/2021","30.11.2021","Antrag","Weisung 108/2021 des Stadtrates: Öffentlicher Verkehr Stadt Uster, Buslinie 818, Sportanlagen, Kenntnisnahme Betriebskonzept und Kreditbewilligung","https://www.uster.ch/_rte/information/1419148","2021-11-30"
"662/2021","29.11.2021","Anfrage","Anfrage 662/2021 von Marco Ghelfi (Grüne): &quot;Wie weiter mit dem Ökofonds der Energie Uster AG?&quot;","https://www.uster.ch/_rte/information/1414684","2021-11-29"
"661/2021","23.11.2021","Anfrage","Anfrage 661/2021 von Hans Denzler (SVP) und Markus Ehrensperger (SVP): Taxistandplätze am Bahnhof Uster","https://www.uster.ch/_rte/information/1396291","2021-11-23"
"660/2021","22.11.2021","Anfrage","Anfrage 660/2021 von Angelika Zarotti (SP): &quot;Was passiert mit der Liegenschaft Alterszentrum Rosengarten?&quot;","https://www.uster.ch/_rte/information/1394257","2021-11-22"
"659/2021","19.11.2021","Anfrage","Anfrage 659/2021 von Paul Stopper (BPU): Ausbau der Gschwaderstrasse im Abschnitt Loren-Allee - Bahnübergang, Fussgänger- und Velo-Unterführung als Ersatz für den Niveauübergang Gschwaderstrasse","https://www.uster.ch/_rte/information/1393013","2021-11-19"
"658/2021","08.11.2021","Postulat","Postulat 658/2021 der Grünliberale/EVP-Fraktion: &quot;Mehr Tempo-30-Zonen in Wohnquartieren!&quot;","https://www.uster.ch/_rte/information/1385504","2021-11-08"
"657/2021","01.11.2021","Postulat","Postulat 657/2021 von Martin Camponovo (SP): Schaffung eines Ausländer- und Ausländerinnen-Beirates","https://www.uster.ch/politbusiness/1377788?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-11-01"
"656/2021","11.10.2021","Postulat","Postulat 656/2021 von Hans Denzler (SVP), Barbara Schäufele-Keel (SVP) und Silvan Dürst (SVP): «Gewerbe und Gastronomie unterstützen - Gebühren für die Benützung von öffentlichem Grund reduzieren!»","https://www.uster.ch/politbusiness/1367267?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-10-11"
"655/2021","29.09.2021","Postulat","Postulat 655/2021 von Patricio Frei (Grüne) und Andreas Pauling (Grünliberale): ""Pensionskassengelder der Mitarbeitenden der Energie Uster AG nachhaltig investieren""","https://www.uster.ch/politbusiness/1354858?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-29"
"103/2021","27.09.2021","Antrag","Weisung 103/2021 des Stadtrates: Gegenvorschlag zur ""Initiative gegen den sinnlosen Bau der neuen Greifenseestrasse in Nänikon!"", Umsetzungsvorlage","https://www.uster.ch/politbusiness/1354927?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-27"
"101/2021","27.09.2021","Antrag","Weisung 101/2021 des Stadtrates: Zweckverband Spital Uster, Genehmigung Rechtsformumwandlung in die Spital Uster AG, Abstimmungsempfehlung","https://www.uster.ch/politbusiness/1354900?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-27"
"102/2021","27.09.2021","Antrag","Weisung 102/2021 des Stadtrates: Volksinitiative ""Kulturland-Initiative für Nänikon: Landwirtschaft statt Betonklötze!"", Umsetzungsvorlage","https://www.uster.ch/politbusiness/1354918?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-27"
"80/2021","21.09.2021","Antrag","Weisung 80/2021 des Stadtrates: Budget (Voranschlag) 2022 und Finanzplanung 2023-2025, Bericht","https://www.uster.ch/politbusiness/1350352?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-21"
"79/2021","21.09.2021","Antrag","Weisung 79/2021 des Stadtrates: Leistungsaufträge 2022-2025 und Globalbudgets 2022","https://www.uster.ch/politbusiness/1350328?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-21"
"99/2021","07.09.2021","Antrag","Weisung 99/2021 der Sekundarschulpflege: Schulhaus Freiestrasse, Ersatz Heizungsanlage, Genehmigung Ausführungskredit von Fr. 398'024 (inkl. MWST)","https://www.uster.ch/politbusiness/1338521?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-07"
"87/2021","07.09.2021","Antrag","Weisung 87/2021 der Sekundarschulpflege: BWS, Ersatzneubau Pavillon und Ersatz Heizungsanlage, Genehmigung Ausführungskredit von CHF 7'815'000 (inkl. MWST)","https://www.uster.ch/politbusiness/1338509?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-07"
"81/2021","07.09.2021","Antrag","Weisung 81/2021 der Sekundarschulpflege: Leistungsaufträge 2022-2025 und Globalbudget 2022","https://www.uster.ch/politbusiness/1350334?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-09-07"
"100/2021","31.08.2021","Antrag","Weisung 100/2021 des Stadtrates: Einführung von Tempo-30-Zonen in den Quartieren Niederuster, Stauberberg und Bachgasse-Archstrasse","https://www.uster.ch/politbusiness/1332938?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-08-31"
"654/2021","30.08.2021","Postulat","Postulat 654/2021 von Paul Stopper (BPU): ""Nutzbarmachung der Buslinie 846 Uster – Seegräben für den Ustermer Ortsteil Oberuster, insbesondere für das Gewerbeareal Trümpler als ganzjährige Verbindung sowie Verlängerung der Linie von Seegräben bis nach Wetzikon""","https://www.uster.ch/politbusiness/1330862?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-08-30"
"96/2021","13.07.2021","Antrag","Weisung 96/2021 des Stadtrates: Globalbudgets 2021, Nachtragskredite GF Heime Uster und GF Sport","https://www.uster.ch/politbusiness/1302605?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-07-13"
"97/2021","13.07.2021","Antrag","Weisung 97/2021 des Stadtrates: Verein Kulturgemeinschaft Uster, Genehmigung eines jährlichen Kredits von CHF 110'000 für die Jahre 2022-2025","https://www.uster.ch/politbusiness/1302611?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-07-13"
"98/2021","13.07.2021","Antrag","Weisung 98/2021 des Stadtrates: Energie Uster AG, Geschäftsbericht 2020","https://www.uster.ch/politbusiness/1302680?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-07-13"
"653/2021","12.07.2021","Interpellation","Interpellation 653/2021 der FDP/CVP-Fraktion: ""Heime Uster, desolate Aussichten für dieses und die folgenden Jahre""","https://www.uster.ch/politbusiness/1300472?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-07-12"
"95/2021","06.07.2021","Antrag","Weisung 95/2021 der Primarschulpflege: Schulhaus Oberuster, Aufstockung Neubau, Bewilligung Projektierungskredit von CHF 885'00","https://www.uster.ch/politbusiness/1302593?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-07-06"
"94/2021","06.07.2021","Antrag","Weisung 94/2021 der Primarschulpflege: Schulhaus Gschwader, Sanierung Turnhalle und Erweiterung Tagesstrukturen, Bewilligung Projektierungskredit von CHF 600'000 inkl. MWST","https://www.uster.ch/politbusiness/1302590?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-07-06"
"652/2021","28.06.2021","Anfrage","Anfrage 652/2021 von Paul Stopper (BPU): Hochwasser-Rückhaltebecken im Aathal oberhalb des Trümpler-Areals im Zusammenhang mit dem Ausbau der SBB-Strecke auf Doppelspur (Bahn-Tunnel)","https://www.uster.ch/politbusiness/1288657?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-06-28"
"651/2021","14.06.2021","Postulat","Postulat 651/2021 von Paul Stopper (BPU), Matthias Bickel (FDP), Ulrich Schmid (CVP) und Rolf Denzler (SVP):  Verzicht auf eine Strassenunterführung Zürichstrasse in Werrikon","https://www.uster.ch/politbusiness/1275775?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-06-14"
"650/2021","09.06.2021","Anfrage","Anfrage 650/2021 von Barbara Schäufele-Keel (SVP): ""Ein Geschenk zum Jubiläum - Gesucht wird ein definitives Zuhause für den Boxclub Uster""","https://www.uster.ch/politbusiness/1266779?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-06-09"
"88/2021","08.06.2021","Antrag","Weisung 88/2021 des Stadtrates: BVK (Personalvorsorge), Senkung der Eintrittsschwelle, Genehmigung wiederkehrender Kredit von 120'000 Franken","https://www.uster.ch/politbusiness/1278835?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=1","2021-06-08"
"91/2021","08.06.2021","Antrag","Weisung 91/2021 des Stadtrates: Gemeindeordnung (GO), Totalrevision","https://www.uster.ch/politbusiness/1266740?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=2","2021-06-08"
"92/2021","08.06.2021","Antrag","Weisung 92/2021 des Stadtrates: ARA Jungholz, Sanierung Schlammbehandlung, Kreditbewilligung zuhanden Urnenabstimmung","https://www.uster.ch/politbusiness/1278703?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=2","2021-06-08"
"93/2021","08.06.2021","Antrag","Weisung 93/2021 des Stadtrates: Mehrwertausgleichsgesetz (MAG), Umsetzung Stadt Uster, Kommunale Nutzungsplanung, Teilrevision Bau- und Zonenordnung (BZO), Festsetzung","https://www.uster.ch/politbusiness/1278736?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=2","2021-06-08"
"649/2021","31.05.2021","Anfrage","Anfrage 649/2021 von Paul Stopper (BPU), Matthias Bickel (FDP) und Ulrich Schmid (CVP): Bahnquerungen","https://www.uster.ch/politbusiness/1256519?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=2","2021-05-31"
"85/2021","20.05.2021","Antrag","Weisung 85/2021 des Stadtrates: Region Zürcher Oberland (RZO), Beitritt Verein ""Regionale Standortförderung""","https://www.uster.ch/politbusiness/1248859?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=2","2021-05-20"
